playerID,yearID,Split,G,GS,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,ROE,BAbip,tOPS+,sOPS+
gordoal01,2015,vs RHP as LHB,86,,276,229,,61,13,0,8,31,0,0,35,60,.266,.377,.428,.805,98,2,8,0,4,6,2,.321,99,117
gordoal01,2015,vs LHP as LHB,62,,146,125,,35,5,0,5,17,0,0,14,32,.280,.377,.440,.817,55,0,6,0,1,1,1,.337,102,144
gordoal01,2015,vs RH Starter,71,71,291,239,31,67,14,0,8,35,2,5,37,63,.280,.395,.439,.835,105,2,11,0,4,6,2,.343,106,133
gordoal01,2015,vs LH Starter,33,31,131,115,9,29,4,0,5,13,0,0,12,29,.252,.336,.417,.753,48,0,3,0,1,1,1,.293,86,110
gordoal01,2016,vs RHP,116,,347,305,49,68,11,2,12,32,6,1,36,100,.223,.314,.390,.704,119,4,5,0,1,3,2,.289,103,91
gordoal01,2016,vs LHP,81,,159,140,13,30,5,0,5,8,2,0,16,48,.214,.308,.357,.665,50,5,3,0,0,0,0,.287,93,82
gordoal01,2016,vs RHP as LHB,116,,347,305,,68,11,2,12,32,0,0,36,100,.223,.314,.390,.704,119,4,5,0,1,3,2,.289,103,86
gordoal01,2016,vs LHP as LHB,81,,159,140,,30,5,0,5,8,0,0,16,48,.214,.308,.357,.665,50,5,3,0,0,0,0,.287,93,98
gordoal01,2016,vs RH Starter,97,95,383,337,46,72,9,2,11,31,7,1,39,111,.214,.305,.350,.656,118,3,6,0,1,2,2,.282,90,79
gordoal01,2016,vs LH Starter,31,30,123,108,16,26,7,0,6,9,1,0,13,37,.241,.333,.472,.806,51,6,2,0,0,1,0,.308,131,117
gordoal01,2017,vs RHP,131,,399,362,42,76,16,1,9,36,6,3,30,102,.210,.274,.334,.608,121,4,3,1,3,2,3,.264,100,63
gordoal01,2017,vs LHP,78,,142,114,10,23,4,1,0,9,1,1,15,24,.202,.348,.254,.602,29,3,11,1,1,1,1,.253,99,67
gordoal01,2017,vs RHP as LHB,131,,399,362,,76,16,1,9,36,0,0,30,102,.210,.274,.334,.608,121,4,3,1,3,2,3,.264,100,58
gordoal01,2017,vs LHP as LHB,78,,142,114,,23,4,1,0,9,0,0,15,24,.202,.348,.254,.602,29,3,11,1,1,1,1,.253,99,81
gordoal01,2017,vs RH Starter,115,109,421,377,37,75,15,1,9,32,4,3,31,106,.199,.271,.316,.587,119,6,8,1,4,1,4,.248,93,58
gordoal01,2017,vs LH Starter,33,31,120,99,15,24,5,1,0,13,3,1,14,20,.242,.370,.313,.683,31,1,6,1,0,2,0,.304,126,88
gordoal01,2018,vs RHP,132,,403,359,43,93,20,0,12,41,10,2,35,87,.259,.335,.415,.750,149,3,7,0,2,4,1,.309,116,106
gordoal01,2018,vs LHP,85,,165,147,13,31,4,0,1,13,2,0,15,37,.211,.297,.259,.555,38,4,3,0,0,0,0,.275,62,58
gordoal01,2018,vs RHP as LHB,132,,403,359,,93,20,0,12,41,0,0,35,87,.259,.335,.415,.750,149,3,7,0,2,4,1,.309,116,100
gordoal01,2018,vs LHP as LHB,85,,165,147,,31,4,0,1,13,0,0,15,37,.211,.297,.259,.555,38,4,3,0,0,0,0,.275,62,69
gordoal01,2018,vs RH Starter,105,105,430,385,42,95,19,0,11,44,10,2,37,92,.247,.321,.382,.703,147,4,6,0,2,3,1,.296,102,94
gordoal01,2018,vs LH Starter,36,34,138,121,14,29,5,0,2,10,2,0,13,32,.240,.333,.331,.664,40,3,4,0,0,1,0,.310,92,87
gordoal01,2019,vs RHP,145,,457,403,60,110,23,1,10,54,3,3,38,69,.273,.350,.409,.760,165,8,12,0,4,4,2,.305,105,104
gordoal01,2019,vs LHP,93,,176,153,17,38,8,0,3,22,2,0,13,31,.248,.331,.359,.691,55,5,7,1,2,0,2,.289,87,82
gordoal01,2019,vs RHP as LHB,145,,457,403,,110,23,1,10,54,0,0,38,69,.273,.350,.409,.760,165,8,12,0,4,4,2,.305,105,98
gordoal01,2019,vs LHP as LHB,93,,176,153,,38,8,0,3,22,0,0,13,31,.248,.331,.359,.691,55,5,7,1,2,0,2,.289,87,94
gordoal01,2019,vs RH Starter,115,114,492,434,61,119,23,1,10,58,3,2,38,71,.274,.348,.401,.749,174,10,14,1,5,3,3,.304,102,101
gordoal01,2019,vs LH Starter,35,33,141,122,16,29,8,0,3,18,2,1,13,29,.238,.333,.377,.710,46,3,5,0,1,1,1,.286,92,89
gordode01,2015,vs RHP,134,,484,455,68,149,18,6,2,31,42,13,20,67,.327,.353,.407,.760,185,4,1,3,5,2,5,.376,96,112
gordode01,2015,vs LHP,87,,169,160,20,56,6,2,2,15,16,7,5,24,.350,.373,.450,.823,72,2,1,3,0,0,0,.403,112,130
gordode01,2015,vs RHP as LHB,134,,484,455,,149,18,6,2,31,0,0,20,67,.327,.353,.407,.760,185,4,1,3,5,2,5,.376,96,105
gordode01,2015,vs LHP as LHB,87,,169,160,,56,6,2,2,15,0,0,5,24,.350,.373,.450,.823,72,2,1,3,0,0,0,.403,112,146
gordode01,2015,vs RH Starter,118,117,529,497,72,161,20,7,3,36,49,16,20,75,.324,.349,.410,.760,204,5,2,5,5,2,4,.373,95,111
gordode01,2015,vs LH Starter,27,27,124,118,16,44,4,1,1,10,9,4,5,16,.373,.398,.449,.848,53,1,0,1,0,0,1,.426,118,137
gordode01,2016,vs RHP,73,,268,252,32,68,4,6,1,10,22,6,15,42,.270,.311,.345,.656,87,3,0,1,0,1,3,.321,105,79
gordode01,2016,vs LHP,43,,78,73,15,19,3,0,0,4,8,1,3,13,.260,.286,.301,.587,22,1,0,0,1,0,1,.311,84,61
gordode01,2016,vs RHP as LHB,73,,268,252,,68,4,6,1,10,0,0,15,42,.270,.311,.345,.656,87,3,0,1,0,1,3,.321,105,75
gordode01,2016,vs LHP as LHB,43,,78,73,,19,3,0,0,4,0,0,3,13,.260,.286,.301,.587,22,1,0,0,1,0,1,.311,84,76
gordode01,2016,vs RH Starter,66,61,287,273,35,72,3,6,1,10,23,7,13,48,.264,.297,.330,.627,90,4,0,1,0,0,3,.317,96,71
gordode01,2016,vs LH Starter,13,12,59,52,12,15,4,0,0,4,7,0,5,7,.288,.345,.365,.710,19,0,0,0,1,1,1,.326,122,95
gordode01,2017,vs RHP,143,,500,465,87,146,16,7,2,22,45,14,23,68,.314,.352,.391,.744,182,6,6,2,3,0,2,.362,108,100
gordode01,2017,vs LHP,97,,195,188,27,55,4,2,0,11,15,2,2,25,.293,.313,.335,.648,63,1,4,0,1,0,1,.335,81,76
gordode01,2017,vs RHP as LHB,143,,500,465,,146,16,7,2,22,0,0,23,68,.314,.352,.391,.744,182,6,6,2,3,0,2,.362,108,94
gordode01,2017,vs LHP as LHB,97,,195,188,,55,4,2,0,11,0,0,2,25,.293,.313,.335,.648,63,1,4,0,1,0,1,.335,81,91
gordode01,2017,vs RH Starter,125,117,554,517,94,161,17,8,2,30,52,14,23,71,.311,.347,.387,.733,200,6,7,2,4,0,3,.355,105,98
gordode01,2017,vs LH Starter,33,31,141,136,20,40,3,1,0,3,8,2,2,22,.294,.319,.331,.650,45,1,3,0,0,0,0,.351,82,77
gordode01,2018,vs RHP,130,,410,391,45,106,12,7,4,25,22,10,8,57,.271,.290,.368,.658,144,6,3,6,2,0,5,.307,106,81
gordode01,2018,vs LHP,75,,178,165,17,43,5,1,0,11,8,2,1,23,.261,.286,.303,.589,50,4,6,3,3,0,1,.297,86,65
gordode01,2018,vs RHP as LHB,130,,410,391,,106,12,7,4,25,0,0,8,57,.271,.290,.368,.658,144,6,3,6,2,0,5,.307,106,75
gordode01,2018,vs LHP as LHB,75,,178,165,,43,5,1,0,11,0,0,1,23,.261,.286,.303,.589,50,4,6,3,3,0,1,.297,86,77
gordode01,2018,vs RH Starter,94,94,400,379,43,106,14,6,2,24,18,10,8,57,.280,.303,.364,.667,138,6,6,4,3,0,4,.322,110,84
gordode01,2018,vs LH Starter,47,40,188,177,19,43,3,2,2,12,12,2,1,23,.243,.257,.316,.573,56,4,3,5,2,0,2,.266,80,59
gordode01,2019,vs RHP,106,,325,301,28,78,11,5,2,23,17,3,16,48,.259,.292,.349,.641,105,6,0,3,5,1,4,.297,93,72
gordode01,2019,vs LHP,52,,96,92,8,30,1,1,1,11,5,2,2,13,.326,.344,.391,.735,36,2,1,0,1,0,0,.367,122,94
gordode01,2019,vs RHP as LHB,106,,325,301,,78,11,5,2,23,0,0,16,48,.259,.292,.349,.641,105,6,0,3,5,1,4,.297,93,67
gordode01,2019,vs LHP as LHB,52,,96,92,,30,1,1,1,11,0,0,2,13,.326,.344,.391,.735,36,2,1,0,1,0,0,.367,122,106
gordode01,2019,vs RH Starter,87,81,316,292,26,76,11,6,2,25,17,3,16,48,.260,.294,.360,.654,105,5,0,3,5,1,3,.300,97,74
gordode01,2019,vs LH Starter,30,26,105,101,10,32,1,0,1,9,5,2,2,13,.317,.333,.356,.690,36,3,1,0,1,0,1,.352,109,84
gosean01,2015,vs RHP,126,,454,412,65,109,20,7,5,24,21,10,38,117,.265,.330,.383,.713,158,8,2,2,0,0,6,.359,107,99
gosean01,2015,vs LHP,47,,81,73,8,14,4,1,0,2,2,1,7,28,.192,.272,.274,.546,20,3,1,0,0,0,1,.311,59,54
gosean01,2015,vs RHP as LHB,126,,454,412,,109,20,7,5,24,0,0,38,117,.265,.330,.383,.713,158,8,2,2,0,0,6,.359,107,92
gosean01,2015,vs LHP as LHB,47,,81,73,,14,4,1,0,2,0,0,7,28,.192,.272,.274,.546,20,3,1,0,0,0,1,.311,59,64
gosean01,2015,vs RH Starter,115,109,469,430,65,113,21,7,5,25,22,9,35,128,.263,.321,.379,.700,163,8,2,2,0,0,7,.364,103,95
gosean01,2015,vs LH Starter,25,16,66,55,8,10,3,1,0,1,1,2,10,17,.182,.318,.273,.591,15,3,1,0,0,0,0,.263,74,68
gosseph01,2016,vs RHP,105,,183,168,18,46,9,1,2,9,3,0,11,34,.274,.319,.375,.694,63,0,1,1,2,0,2,.328,100,89
gosseph01,2016,vs LHP,31,,57,52,8,15,3,0,0,4,0,0,4,12,.288,.339,.346,.685,18,0,0,1,0,0,1,.375,99,89
gosseph01,2016,vs RHP as RHB,105,,183,168,,46,9,1,2,9,0,0,11,34,.274,.319,.375,.694,63,0,1,1,2,0,2,.328,100,93
gosseph01,2016,vs LHP as RHB,31,,57,52,,15,3,0,0,4,0,0,4,12,.288,.339,.346,.685,18,0,0,1,0,0,1,.375,99,83
gosseph01,2016,vs RH Starter,92,21,171,158,16,44,8,1,1,8,2,0,9,32,.278,.318,.361,.678,57,0,1,1,2,0,3,.339,96,85
gosseph01,2016,vs LH Starter,30,12,69,62,10,17,4,0,1,5,1,0,6,14,.274,.338,.387,.725,24,0,0,1,0,0,0,.340,110,98
gourryu01,2017,vs RHP,130,,404,382,54,121,33,0,15,57,2,1,12,41,.317,.344,.521,.865,199,9,6,0,4,1,6,.321,111,128
gourryu01,2017,vs LHP,70,,160,147,15,37,10,1,3,18,1,1,10,21,.252,.300,.395,.695,58,3,1,0,2,0,1,.272,72,86
gourryu01,2017,vs RHP as RHB,130,,404,382,,121,33,0,15,57,0,0,12,41,.317,.344,.521,.865,199,9,6,0,4,1,6,.321,111,134
gourryu01,2017,vs LHP as RHB,70,,160,147,,37,10,1,3,18,0,0,10,21,.252,.300,.395,.695,58,3,1,0,2,0,1,.272,72,81
gourryu01,2017,vs RH Starter,96,94,386,362,49,110,31,0,13,53,2,0,13,43,.304,.334,.497,.831,180,9,6,0,5,0,5,.312,103,119
gourryu01,2017,vs LH Starter,43,43,178,167,20,48,12,1,5,22,1,2,9,19,.287,.326,.461,.787,77,3,1,0,1,1,2,.299,93,110
gourryu01,2018,vs RHP,134,,403,377,40,103,24,1,6,54,2,1,13,43,.273,.303,.390,.693,147,16,6,0,7,0,12,.290,85,90
gourryu01,2018,vs LHP,73,,170,160,30,53,9,0,7,31,3,0,10,20,.331,.371,.519,.889,83,6,0,0,0,0,1,.346,136,146
gourryu01,2018,vs RHP as RHB,134,,403,377,,103,24,1,6,54,0,0,13,43,.273,.303,.390,.693,147,16,6,0,7,0,12,.290,85,95
gourryu01,2018,vs LHP as RHB,73,,170,160,,53,9,0,7,31,0,0,10,20,.331,.371,.519,.889,83,6,0,0,0,0,1,.346,136,139
gourryu01,2018,vs RH Starter,83,79,343,324,39,96,23,1,5,49,1,1,9,36,.296,.321,.420,.740,136,13,5,0,5,0,10,.316,98,103
gourryu01,2018,vs LH Starter,53,53,230,213,31,60,10,0,8,36,4,0,14,27,.282,.326,.441,.767,94,9,1,0,2,0,3,.289,104,112
gourryu01,2019,vs RHP,139,,435,406,62,130,25,1,24,81,3,2,19,53,.320,.352,.564,.916,229,8,4,0,6,1,4,.316,107,140
gourryu01,2019,vs LHP,85,,177,158,23,38,15,1,7,23,2,1,18,12,.241,.322,.481,.803,76,4,1,0,0,1,1,.223,83,107
gourryu01,2019,vs RHP as RHB,139,,435,406,,130,25,1,24,81,0,0,19,53,.320,.352,.564,.916,229,8,4,0,6,1,4,.316,107,146
gourryu01,2019,vs LHP as RHB,85,,177,158,,38,15,1,7,23,0,0,18,12,.241,.322,.481,.803,76,4,1,0,0,1,1,.223,83,103
gourryu01,2019,vs RH Starter,100,99,423,395,60,122,26,1,20,73,3,1,18,52,.309,.340,.532,.872,210,7,4,0,6,2,4,.310,98,128
gourryu01,2019,vs LH Starter,44,44,189,169,25,46,14,1,11,31,2,2,19,13,.272,.349,.562,.911,95,5,1,0,0,0,1,.241,106,136
grandcu01,2015,vs RHP,146,,539,454,86,127,26,2,24,56,10,4,76,103,.280,.388,.504,.892,229,2,6,0,3,3,3,.312,117,147
grandcu01,2015,vs LHP,83,,143,126,12,23,7,0,2,14,1,2,15,48,.183,.273,.286,.558,36,1,1,0,1,0,0,.273,38,57
grandcu01,2015,vs RHP as LHB,146,,539,454,,127,26,2,24,56,0,0,76,103,.280,.388,.504,.892,229,2,6,0,3,3,3,.312,117,139
grandcu01,2015,vs LHP as LHB,83,,143,126,,23,7,0,2,14,0,0,15,48,.183,.273,.286,.558,36,1,1,0,1,0,0,.273,38,68
grandcu01,2015,vs RH Starter,124,124,571,487,89,132,28,2,25,62,7,5,74,119,.271,.373,.491,.864,239,2,7,0,3,2,3,.309,110,139
grandcu01,2015,vs LH Starter,33,20,111,93,9,18,5,0,1,8,4,1,17,32,.194,.315,.280,.595,26,1,0,0,1,1,0,.279,48,69
grandcu01,2016,vs RHP,139,,472,399,70,96,20,3,23,44,4,1,62,90,.241,.347,.479,.826,191,7,6,0,5,7,3,.251,107,122
grandcu01,2016,vs LHP,87,,161,146,18,33,4,2,7,15,0,1,12,40,.226,.298,.425,.723,62,3,3,0,0,0,0,.263,81,95
grandcu01,2016,vs RHP as LHB,139,,472,399,,96,20,3,23,44,0,0,62,90,.241,.347,.479,.826,191,7,6,0,5,7,3,.251,107,117
grandcu01,2016,vs LHP as LHB,87,,161,146,,33,4,2,7,15,0,0,12,40,.226,.298,.425,.723,62,3,3,0,0,0,0,.263,81,114
grandcu01,2016,vs RH Starter,118,111,502,431,74,102,22,3,23,47,4,1,61,97,.237,.335,.462,.796,199,9,5,0,5,5,3,.250,100,115
grandcu01,2016,vs LH Starter,32,28,131,114,14,27,2,2,7,12,0,1,13,33,.237,.336,.474,.810,54,1,4,0,0,2,0,.270,103,119
grandcu01,2017,vs RHP,135,,410,345,59,74,21,2,21,50,6,1,60,92,.214,.337,.470,.806,162,5,4,0,1,2,6,.227,108,114
grandcu01,2017,vs LHP,67,,117,104,15,21,3,1,5,14,0,1,11,31,.202,.274,.394,.668,41,0,0,0,2,0,0,.229,72,78
grandcu01,2017,vs RHP as LHB,135,,410,345,,74,21,2,21,50,0,0,60,92,.214,.337,.470,.806,162,5,4,0,1,2,6,.227,108,107
grandcu01,2017,vs LHP as LHB,67,,117,104,,21,3,1,5,14,0,0,11,31,.202,.274,.394,.668,41,0,0,0,2,0,0,.229,72,94
grandcu01,2017,vs RH Starter,120,101,439,373,56,69,20,2,18,47,4,1,60,104,.185,.303,.394,.697,147,5,4,0,2,2,6,.202,81,86
grandcu01,2017,vs LH Starter,27,17,88,76,18,26,4,1,8,17,2,1,11,19,.342,.420,.737,1.157,56,0,0,0,1,0,0,.360,193,204
grandcu01,2018,vs RHP,118,,375,320,56,79,20,2,13,36,2,1,51,93,.247,.355,.444,.798,142,3,3,0,1,1,0,.307,104,119
grandcu01,2018,vs LHP,21,,28,23,4,4,2,0,0,2,0,0,3,13,.174,.296,.261,.557,6,0,1,1,0,0,0,.400,45,58
grandcu01,2018,vs RHP as LHB,118,,375,320,,79,20,2,13,36,0,0,51,93,.247,.355,.444,.798,142,3,3,0,1,1,0,.307,104,113
grandcu01,2018,vs LHP as LHB,21,,28,23,,4,2,0,0,2,0,0,3,13,.174,.296,.261,.557,6,0,1,1,0,0,0,.400,45,69
grandcu01,2018,vs RH Starter,93,84,358,303,56,75,21,2,12,34,2,0,49,88,.248,.359,.449,.807,136,3,4,1,1,1,0,.309,107,122
grandcu01,2018,vs LH Starter,30,3,45,40,4,8,1,0,1,4,0,1,5,18,.200,.289,.300,.589,12,0,0,0,0,0,0,.333,52,65
grandcu01,2019,vs RHP,130,,303,268,36,46,11,0,11,22,0,3,33,87,.172,.267,.336,.603,90,1,2,0,0,1,5,.206,89,61
grandcu01,2019,vs LHP,37,,60,49,8,12,6,1,1,12,0,0,8,11,.245,.350,.469,.819,23,2,1,0,2,0,2,.282,156,113
grandcu01,2019,vs RHP as LHB,130,,303,268,,46,11,0,11,22,0,0,33,87,.172,.267,.336,.603,90,1,2,0,0,1,5,.206,89,56
grandcu01,2019,vs LHP as LHB,37,,60,49,,12,6,1,1,12,0,0,8,11,.245,.350,.469,.819,23,2,1,0,2,0,2,.282,156,127
grandcu01,2019,vs RH Starter,110,63,311,275,31,48,14,0,9,25,0,3,32,85,.175,.267,.324,.591,89,3,3,0,1,0,4,.214,86,58
grandcu01,2019,vs LH Starter,28,5,52,42,13,10,3,1,3,9,0,0,9,13,.238,.365,.571,.937,24,0,0,0,1,1,3,.259,190,143
grandya01,2015,vs RHP,111,,365,303,35,67,11,0,15,43,0,1,56,77,.221,.343,.406,.749,123,14,2,1,3,0,0,.243,98,108
grandya01,2015,vs LHP,45,,61,52,8,16,1,0,1,4,0,0,9,15,.308,.410,.385,.794,20,2,0,0,0,1,0,.417,112,125
grandya01,2015,vs RHP as LHB,111,,365,303,,67,11,0,15,43,0,0,56,77,.221,.343,.406,.749,123,14,2,1,3,0,0,.243,98,101
grandya01,2015,vs LHP as RHB,45,,61,52,,16,1,0,1,4,0,0,9,15,.308,.410,.385,.794,20,2,0,0,0,1,0,.417,112,119
grandya01,2015,vs RH Starter,99,96,389,322,41,76,12,0,15,44,0,1,61,81,.236,.358,.413,.771,133,13,2,1,3,1,0,.266,104,115
grandya01,2015,vs LH Starter,16,6,37,33,2,7,0,0,1,3,0,0,4,11,.212,.297,.303,.600,10,3,0,0,0,0,0,.286,59,69
grandya01,2016,vs RHP,112,,361,314,42,72,13,1,23,60,1,2,45,96,.229,.327,.497,.824,156,8,1,0,1,0,3,.250,101,121
grandya01,2016,vs LHP,58,,96,76,7,17,1,0,4,12,0,1,19,20,.224,.385,.395,.780,30,3,1,0,0,1,0,.250,96,115
grandya01,2016,vs RHP as LHB,112,,361,314,,72,13,1,23,60,0,0,45,96,.229,.327,.497,.824,156,8,1,0,1,0,3,.250,101,116
grandya01,2016,vs LHP as RHB,58,,96,76,,17,1,0,4,12,0,0,19,20,.224,.385,.395,.780,30,3,1,0,0,1,0,.250,96,108
grandya01,2016,vs RH Starter,98,92,386,332,44,75,12,1,25,62,1,3,52,96,.226,.332,.494,.826,164,8,1,0,1,1,3,.236,102,121
grandya01,2016,vs LH Starter,28,16,71,58,5,14,2,0,2,10,0,0,12,20,.241,.380,.379,.760,22,3,1,0,0,0,0,.333,92,109
grandya01,2017,vs RHP,121,,384,352,44,88,23,0,20,51,0,1,29,105,.250,.305,.486,.790,171,7,0,0,3,0,1,.296,105,108
grandya01,2017,vs LHP,67,,98,86,6,20,4,0,2,7,0,0,11,25,.233,.320,.349,.668,30,3,0,1,0,0,0,.305,80,82
grandya01,2017,vs RHP as LHB,121,,384,352,,88,23,0,20,51,0,0,29,105,.250,.305,.486,.790,171,7,0,0,3,0,1,.296,105,102
grandya01,2017,vs LHP as RHB,67,,98,86,,20,4,0,2,7,0,0,11,25,.233,.320,.349,.668,30,3,0,1,0,0,0,.305,80,76
grandya01,2017,vs RH Starter,106,100,421,383,47,93,23,0,22,54,0,1,35,117,.243,.304,.475,.779,182,7,0,0,3,0,1,.287,102,105
grandya01,2017,vs LH Starter,23,13,61,55,3,15,4,0,0,4,0,0,5,13,.273,.333,.345,.679,19,3,0,1,0,0,0,.357,83,84
grandya01,2018,vs RHP,129,,387,333,52,84,16,2,20,51,2,1,49,85,.252,.351,.492,.844,164,10,3,0,2,1,2,.278,106,130
grandya01,2018,vs LHP,77,,131,107,13,22,7,0,4,17,0,0,23,39,.206,.344,.383,.727,41,2,0,0,1,0,1,.277,81,103
grandya01,2018,vs RHP as LHB,129,,387,333,,84,16,2,20,51,0,0,49,85,.252,.351,.492,.844,164,10,3,0,2,1,2,.278,106,123
grandya01,2018,vs LHP as RHB,77,,131,107,,22,7,0,4,17,0,0,23,39,.206,.344,.383,.727,41,2,0,0,1,0,1,.277,81,98
grandya01,2018,vs RH Starter,95,87,391,331,50,86,17,2,20,56,2,1,54,89,.260,.366,.505,.870,167,8,3,0,3,1,2,.293,113,138
grandya01,2018,vs LH Starter,45,24,127,109,15,20,6,0,4,12,0,0,18,35,.183,.299,.349,.648,38,4,0,0,0,0,1,.229,61,80
grandya01,2019,vs RHP,145,,438,358,53,86,19,1,17,52,3,1,72,96,.240,.372,.441,.813,158,8,5,0,3,1,4,.278,92,118
grandya01,2019,vs LHP,99,,194,155,26,40,7,1,11,25,2,0,37,43,.258,.397,.529,.926,82,8,0,0,2,1,0,.282,118,141
grandya01,2019,vs RHP as LHB,145,,438,358,,86,19,1,17,52,0,0,72,96,.240,.372,.441,.813,158,8,5,0,3,1,4,.278,92,112
grandya01,2019,vs LHP as RHB,99,,194,155,,40,7,1,11,25,0,0,37,43,.258,.397,.529,.926,82,8,0,0,2,1,0,.282,118,136
grandya01,2019,vs RH Starter,109,102,462,378,54,93,19,1,20,54,3,1,78,99,.246,.379,.460,.839,174,13,4,0,2,2,3,.280,98,124
grandya01,2019,vs LH Starter,44,39,170,135,25,33,7,1,8,23,2,0,31,40,.244,.382,.489,.871,66,3,1,0,3,0,1,.278,105,129
gregodi01,2015,vs RHP,143,,414,379,39,103,19,1,8,32,5,2,23,59,.272,.321,.391,.712,148,3,7,0,5,0,7,.300,107,98
gregodi01,2015,vs LHP,86,,164,146,18,36,5,1,1,24,0,1,10,26,.247,.311,.315,.626,46,1,4,3,1,0,0,.292,83,76
gregodi01,2015,vs RHP as LHB,143,,414,379,,103,19,1,8,32,0,0,23,59,.272,.321,.391,.712,148,3,7,0,5,0,7,.300,107,91
gregodi01,2015,vs LHP as LHB,86,,164,146,,36,5,1,1,24,0,0,10,26,.247,.311,.315,.626,46,1,4,3,1,0,0,.292,83,88
gregodi01,2015,vs RH Starter,111,110,418,380,42,96,19,1,6,33,4,1,23,60,.253,.309,.355,.665,135,4,10,1,4,0,6,.283,93,85
gregodi01,2015,vs LH Starter,44,37,160,145,15,43,5,1,3,23,1,2,10,25,.297,.342,.407,.749,59,0,1,2,2,0,1,.336,118,109
gregodi01,2016,vs RHP,142,,436,414,55,107,22,2,16,46,6,0,15,70,.258,.283,.437,.721,181,6,1,2,4,2,3,.274,91,93
gregodi01,2016,vs LHP,81,,161,148,13,48,10,0,4,24,1,1,4,12,.324,.361,.473,.834,70,3,5,3,1,0,3,.331,125,126
gregodi01,2016,vs RHP as LHB,142,,436,414,,107,22,2,16,46,0,0,15,70,.258,.283,.437,.721,181,6,1,2,4,2,3,.274,91,88
gregodi01,2016,vs LHP as LHB,81,,161,148,,48,10,0,4,24,0,0,4,12,.324,.361,.473,.834,70,3,5,3,1,0,3,.331,125,148
gregodi01,2016,vs RH Starter,109,109,438,413,52,111,24,2,15,53,5,0,14,66,.269,.294,.446,.740,184,6,3,3,5,2,4,.285,97,98
gregodi01,2016,vs LH Starter,44,39,159,149,16,44,8,0,5,17,2,1,5,16,.295,.331,.450,.781,67,3,3,2,0,0,2,.305,110,111
gregodi01,2017,vs RHP,129,,415,390,53,115,23,0,22,70,2,1,19,47,.295,.325,.523,.848,204,5,1,0,5,1,7,.285,112,123
gregodi01,2017,vs LHP,77,,155,144,20,38,4,0,3,17,1,0,6,23,.264,.299,.354,.653,51,2,2,0,2,0,6,.292,68,76
gregodi01,2017,vs RHP as LHB,129,,415,390,,115,23,0,22,70,0,0,19,47,.295,.325,.523,.848,204,5,1,0,5,1,7,.285,112,116
gregodi01,2017,vs LHP as LHB,77,,155,144,,38,4,0,3,17,0,0,6,23,.264,.299,.354,.653,51,2,2,0,2,0,6,.292,68,92
gregodi01,2017,vs RH Starter,97,96,405,382,55,116,23,0,22,72,2,1,16,46,.304,.331,.537,.868,205,5,2,0,5,1,8,.295,116,128
gregodi01,2017,vs LH Starter,39,37,165,152,18,37,4,0,3,15,1,0,9,24,.243,.287,.329,.616,50,2,1,0,2,0,5,.268,59,67
gregodi01,2018,vs RHP,127,,409,360,66,95,18,4,22,70,7,6,37,50,.264,.335,.519,.854,187,5,5,0,7,3,7,.247,105,131
gregodi01,2018,vs LHP,74,,160,144,23,40,5,1,5,16,3,0,11,19,.278,.333,.431,.764,62,3,2,1,2,0,1,.287,87,112
gregodi01,2018,vs RHP as LHB,127,,409,360,,95,18,4,22,70,0,0,37,50,.264,.335,.519,.854,187,5,5,0,7,3,7,.247,105,124
gregodi01,2018,vs LHP as LHB,74,,160,144,,40,5,1,5,16,0,0,11,19,.278,.333,.431,.764,62,3,2,1,2,0,1,.287,87,128
gregodi01,2018,vs RH Starter,96,93,414,362,68,99,19,4,20,65,9,5,41,53,.273,.354,.514,.867,186,8,6,1,4,3,7,.270,110,136
gregodi01,2018,vs LH Starter,38,37,155,142,21,36,4,1,7,21,1,1,7,16,.254,.284,.444,.728,63,0,1,0,5,0,1,.234,75,99
gregodi01,2019,vs RHP,77,,250,236,34,58,12,1,10,41,1,1,12,40,.246,.280,.432,.712,102,3,0,0,2,1,2,.255,99,87
gregodi01,2019,vs LHP,47,,94,88,13,19,2,1,6,20,1,0,5,13,.216,.266,.466,.732,41,2,1,0,0,0,2,.188,102,87
gregodi01,2019,vs RHP as LHB,77,,250,236,,58,12,1,10,41,0,0,12,40,.246,.280,.432,.712,102,3,0,0,2,1,2,.255,99,82
gregodi01,2019,vs LHP as LHB,47,,94,88,,19,2,1,6,20,0,0,5,13,.216,.266,.466,.732,41,2,1,0,0,0,2,.188,102,100
gregodi01,2019,vs RH Starter,60,59,256,243,35,60,13,1,11,47,1,1,11,42,.247,.277,.444,.722,108,5,0,0,2,0,3,.255,101,88
gregodi01,2019,vs LH Starter,22,20,88,81,12,17,1,1,5,14,1,0,6,11,.210,.273,.432,.705,35,0,1,0,0,1,1,.185,97,83
greingr01,2019,vs RHP,57,,186,172,14,37,5,1,3,14,0,0,11,57,.215,.265,.308,.573,53,4,1,1,1,0,1,.301,106,54
greingr01,2019,vs LHP,22,,38,36,4,5,0,0,2,5,0,0,2,13,.139,.184,.306,.490,11,1,0,0,0,0,1,.143,73,26
greingr01,2019,vs RHP as RHB,57,,186,172,,37,5,1,3,14,0,0,11,57,.215,.265,.308,.573,53,4,1,1,1,0,1,.301,106,58
